,gas/electric,livingroom,bedrooms,bathrooms,city,where,languages,house/building,storage?,furnished?,AC,accessible?,Elevator,parking,pets,smoke,price,rent length,public transpo,near construction,loud neighborhood,phone number,name
6440,0,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,6,1,0,0,116440,owner6440
6441,0,0,2,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,3000,6,1,0,0,116441,owner6441
6442,1,0,1,1.0,1,Tel Aviv,SP,1,1,1,1,0,0,1,0,1,1500,6,1,0,0,116442,owner6442
6443,1,0,1,1.0,1,Ariel,AR,0,1,1,1,0,0,0,0,0,1500,6,1,0,0,116443,owner6443
6444,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,2000,6,1,0,0,116444,owner6444
6445,0,0,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0,116445,owner6445
6446,1,0,1,1.0,1,Beer Sheba,EN,0,1,1,1,0,0,0,0,0,1500,6,1,0,0,116446,owner6446
6447,1,1,1,1.0,0,North,EN,1,0,1,0,0,1,1,1,0,2000,6,1,0,0,116447,owner6447
6448,0,0,1,1.0,0,Yehuda And Shomron,AM,1,1,1,1,0,0,0,0,0,1200,6,1,0,0,116448,owner6448
6449,1,0,2,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,2400,6,1,0,0,116449,owner6449
6450,1,0,1,1.0,1,Beer Sheba,FR,0,0,1,0,0,0,0,0,0,1500,6,1,0,0,116450,owner6450
6451,1,0,1,1.0,1,Ariel,AR,0,1,1,1,0,0,0,0,0,1500,6,1,0,0,116451,owner6451
6452,1,1,1,1.0,1,Haifa,EN,0,1,1,0,0,0,0,1,1,1500,6,1,0,0,116452,owner6452
6453,0,0,1,1.0,1,Ariel,RU,0,1,1,1,0,0,1,0,0,1500,6,1,0,0,116453,owner6453
6454,0,0,3,1.0,1,Ariel,AM,1,1,0,1,1,1,0,0,0,4500,6,1,0,0,116454,owner6454
6455,0,0,2,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,3000,6,1,0,0,116455,owner6455
6456,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,2000,6,1,0,0,116456,owner6456
6457,1,1,1,1.0,0,North,EN,1,1,1,0,0,0,1,1,0,1200,6,1,0,0,116457,owner6457
6458,0,0,2,1.0,0,Otef Azza,FR,0,0,1,1,0,0,1,0,0,2400,6,0,0,0,116458,owner6458
6459,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116459,owner6459
6460,1,1,3,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,5250,6,1,1,0,116460,owner6460
6461,1,0,2,1.0,1,Jerusalem,RU,0,1,1,1,0,0,1,0,0,3000,6,1,1,0,116461,owner6461
6462,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116462,owner6462
6463,0,0,1,1.0,1,Ariel,EN,0,1,1,0,0,0,0,0,0,1500,6,1,1,0,116463,owner6463
6464,0,0,1,1.0,1,Merkaz,EN,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116464,owner6464
6465,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116465,owner6465
6466,1,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0,116466,owner6466
6467,0,0,1,1.0,1,Ariel,FR,0,0,1,1,0,0,0,0,0,1500,6,1,1,0,116467,owner6467
6468,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116468,owner6468
6469,0,0,2,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,1,0,0,3500,6,1,1,0,116469,owner6469
6470,0,1,1,1.0,0,North,EN,1,0,1,1,0,1,1,1,0,2000,6,1,1,0,116470,owner6470
6471,1,0,2,1.0,1,Ariel,FR,0,1,0,0,0,0,0,0,0,3000,6,1,1,0,116471,owner6471
6472,0,0,1,1.0,1,Ariel,AM,1,1,1,0,0,0,0,0,0,1500,6,1,1,0,116472,owner6472
6473,0,0,1,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,6,1,1,0,116473,owner6473
6474,0,1,3,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,4500,6,1,1,0,116474,owner6474
6475,0,1,1,1.0,1,Ariel,EN,1,1,1,1,0,1,0,1,0,2000,6,1,1,0,116475,owner6475
6476,0,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,1,0,1,1500,6,1,1,0,116476,owner6476
6477,0,0,1,1.0,1,Jerusalem,AR,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116477,owner6477
6478,0,0,1,1.0,1,Merkaz,0,1,1,0,0,0,0,0,0,0,1500,6,1,1,0,116478,owner6478
6479,0,0,1,1.0,1,Beer Sheba,FR,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116479,owner6479
6480,0,0,1,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116480,owner6480
6481,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,0,0,0,1,0,0,1200,6,1,1,0,116481,owner6481
6482,1,0,1,1.0,1,Ariel,RU,0,0,1,1,0,0,0,0,0,1500,6,1,1,0,116482,owner6482
6483,0,0,1,1.0,1,Ariel,RU,0,1,1,1,0,0,1,0,0,1500,6,1,1,0,116483,owner6483
6484,0,0,1,1.0,0,Yehuda And Shomron,RU,0,1,0,0,0,0,1,0,0,1200,6,1,1,0,116484,owner6484
6485,0,0,1,1.0,1,Tel Aviv,0,1,1,0,1,1,1,0,0,0,2000,6,1,1,0,116485,owner6485
6486,0,0,1,1.0,0,South,0,1,1,1,0,0,0,1,0,0,1200,6,1,1,0,116486,owner6486
6487,0,0,1,1.0,1,Jerusalem,0,1,1,1,1,0,0,1,0,0,1500,6,1,1,0,116487,owner6487
6488,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116488,owner6488
6489,0,0,1,1.0,1,Merkaz,EN,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116489,owner6489
6490,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116490,owner6490
6491,0,0,1,1.0,1,Jerusalem,EN,0,1,1,0,0,0,0,0,0,1500,24,1,1,0,116491,owner6491
6492,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,1,1,1,0,2000,24,1,1,0,116492,owner6492
6493,0,1,3,1.0,0,Yehuda And Shomron,AR,0,1,1,1,0,0,0,1,0,3600,24,1,1,0,116493,owner6493
6494,0,0,1,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116494,owner6494
6495,0,1,1,1.0,0,North,EN,1,1,1,1,0,0,1,1,0,1200,24,1,1,0,116495,owner6495
6496,0,0,1,1.0,1,Ariel,AR,1,1,1,0,1,1,0,0,0,2000,24,1,1,0,116496,owner6496
6497,0,0,1,1.0,0,Yehuda And Shomron,AR,0,1,1,1,0,0,1,0,0,1200,24,1,1,0,116497,owner6497
6498,0,1,1,1.0,0,Yehuda And Shomron,RU,1,1,1,1,0,1,1,1,0,2000,24,1,1,0,116498,owner6498
6499,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,24,1,1,0,116499,owner6499
6500,1,1,3,1.0,0,South,EN,1,0,1,1,0,0,1,1,1,3600,24,1,1,0,116500,owner6500
6501,0,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,24,1,1,0,116501,owner6501
6502,0,0,1,1.0,0,Yehuda And Shomron,RU,0,1,1,1,0,0,1,0,0,1200,24,1,1,0,116502,owner6502
6503,1,0,1,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116503,owner6503
6504,0,0,3,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,4500,24,1,1,0,116504,owner6504
6505,0,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116505,owner6505
6506,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116506,owner6506
6507,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,1,1,1,0,2000,24,1,1,0,116507,owner6507
6508,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,1,1,1,0,2000,24,1,1,0,116508,owner6508
6509,0,0,1,1.0,1,Merkaz,RU,0,1,1,1,0,0,0,0,0,1500,24,1,1,0,116509,owner6509
6510,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116510,owner6510
6511,0,1,1,1.0,0,North,EN,0,1,1,1,0,1,0,1,1,2000,24,1,1,0,116511,owner6511
6512,1,1,1,1.0,0,South,RU,1,1,1,1,0,1,1,1,0,2000,24,1,1,0,116512,owner6512
6513,1,1,2,1.0,0,North,EN,1,1,0,0,0,0,0,1,0,2400,24,1,1,0,116513,owner6513
6514,1,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116514,owner6514
6515,0,1,1,1.0,0,North,RU,0,1,0,0,0,0,0,1,1,1200,24,1,1,0,116515,owner6515
6516,0,0,1,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,24,1,1,0,116516,owner6516
6517,0,0,1,1.0,1,Tel Aviv,0,1,1,1,0,0,0,0,0,0,1500,24,1,1,0,116517,owner6517
6518,0,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116518,owner6518
6519,1,0,1,1.0,1,Ariel,FR,0,1,1,0,0,0,0,0,0,1500,24,1,1,0,116519,owner6519
6520,1,0,1,1.0,1,Beer Sheba,FR,1,1,1,1,1,1,1,0,0,2000,24,1,1,0,116520,owner6520
6521,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116521,owner6521
6522,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,24,1,1,1,116522,owner6522
6523,0,0,1,1.0,0,Yehuda And Shomron,0,1,0,1,1,0,0,0,0,0,1200,24,1,1,1,116523,owner6523
6524,1,0,3,1.0,1,Merkaz,RU,0,1,1,1,0,0,1,0,0,4500,24,1,1,1,116524,owner6524
6525,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116525,owner6525
6526,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116526,owner6526
6527,0,0,1,1.0,1,Jerusalem,RU,0,1,1,1,0,0,0,0,1,1500,24,1,1,1,116527,owner6527
6528,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,24,1,1,1,116528,owner6528
6529,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,0,0,1,1,0,0,0,2000,24,1,1,1,116529,owner6529
6530,0,0,2,1.0,1,Jerusalem,EN,0,1,1,1,0,0,0,0,0,3000,24,1,1,1,116530,owner6530
6531,1,0,1,1.0,0,Yehuda And Shomron,AM,1,1,1,0,1,1,0,0,0,2000,24,1,1,1,116531,owner6531
6532,0,0,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,24,1,1,1,116532,owner6532
6533,0,0,2,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,3000,24,1,1,1,116533,owner6533
6534,0,0,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116534,owner6534
6535,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,24,1,1,1,116535,owner6535
6536,0,0,2,1.0,0,Yehuda And Shomron,AM,1,1,1,0,1,1,0,0,0,3500,24,1,1,1,116536,owner6536
6537,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,0,2000,24,1,1,1,116537,owner6537
6538,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,24,1,1,1,116538,owner6538
6539,1,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116539,owner6539
6540,0,0,1,1.0,1,Tel Aviv,FR,1,1,1,0,1,1,0,0,0,2000,24,1,1,1,116540,owner6540
6541,0,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,24,1,1,1,116541,owner6541
6542,1,0,2,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,3500,24,1,1,1,116542,owner6542
6543,1,1,3,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,4500,24,1,1,1,116543,owner6543
6544,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,24,1,1,1,116544,owner6544
6545,0,0,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,24,1,1,1,116545,owner6545
6546,1,0,2,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,3000,24,1,1,1,116546,owner6546
6547,0,0,2,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,3000,24,1,1,1,116547,owner6547
6548,1,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,24,1,1,1,116548,owner6548
6549,1,0,1,1.0,1,Jerusalem,AR,0,1,1,1,0,0,0,0,0,1500,24,1,1,1,116549,owner6549
6550,0,1,3,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,3600,24,1,1,1,116550,owner6550
6551,0,0,1,1.0,1,Ariel,RU,0,0,1,0,0,0,0,0,0,1500,24,1,1,0,116551,owner6551
6552,0,0,1,1.0,1,Tel Aviv,0,1,1,1,1,1,1,0,0,0,2000,24,1,1,0,116552,owner6552
6553,0,0,1,1.0,1,Merkaz,EN,0,1,1,1,0,0,0,0,0,1500,24,1,1,0,116553,owner6553
6554,0,0,1,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,1500,24,1,1,0,116554,owner6554
6555,0,1,1,1.0,1,Ariel,RU,0,1,1,0,1,1,0,1,1,2000,24,1,1,0,116555,owner6555
6556,1,0,1,1.0,1,Merkaz,FR,1,0,1,1,1,1,0,0,0,2000,24,1,1,0,116556,owner6556
6557,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,2000,24,1,1,0,116557,owner6557
6558,1,0,2,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,3000,24,1,1,0,116558,owner6558
6559,1,0,1,1.0,1,Ariel,AM,0,1,1,1,0,0,0,0,0,1500,24,1,1,0,116559,owner6559
6560,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,24,1,1,0,116560,owner6560
6561,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,1,0,0,1200,24,1,1,0,116561,owner6561
6562,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,1,0,0,1200,6,1,1,0,116562,owner6562
6563,0,0,1,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,0,0,0,1500,6,1,1,0,116563,owner6563
6564,1,1,2,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,3000,6,1,1,0,116564,owner6564
6565,0,1,2,1.0,0,North,AR,0,1,1,1,0,0,1,1,0,2400,6,1,1,0,116565,owner6565
6566,0,0,2,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,4000,6,1,1,0,116566,owner6566
6567,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,0,1,1,2000,6,1,1,0,116567,owner6567
6568,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,1,1200,6,1,1,0,116568,owner6568
6569,0,0,1,1.0,1,Tel Aviv,0,1,1,1,0,0,0,0,0,0,1500,6,1,1,1,116569,owner6569
6570,1,0,3,1.0,1,Jerusalem,0,1,1,1,0,1,1,0,0,0,6000,6,1,1,1,116570,owner6570
6571,0,0,1,1.0,1,Ariel,EN,0,1,0,1,0,0,0,0,1,1500,6,1,1,1,116571,owner6571
6572,0,1,3,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,4500,6,1,1,1,116572,owner6572
6573,0,0,2,1.0,0,Yehuda And Shomron,FR,0,0,1,0,0,0,1,0,1,2400,6,1,1,1,116573,owner6573
6574,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,1,0,0,1200,6,1,1,1,116574,owner6574
6575,1,0,1,1.0,1,Merkaz,SP,1,1,1,1,1,1,0,0,0,2000,6,1,1,1,116575,owner6575
6576,0,0,1,1.0,1,Ariel,AR,0,0,1,0,0,0,0,0,0,1500,6,1,1,1,116576,owner6576
6577,1,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,1,116577,owner6577
6578,0,0,3,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,5250,6,1,1,1,116578,owner6578
6579,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,1,1,0,1200,6,1,1,1,116579,owner6579
6580,0,0,2,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,3000,6,1,1,1,116580,owner6580
6581,1,0,2,1.0,1,Ariel,FR,0,1,1,1,0,0,1,0,0,3000,6,1,1,1,116581,owner6581
6582,0,0,1,1.0,0,Yehuda And Shomron,RU,0,1,1,0,0,0,1,0,0,1200,6,1,1,1,116582,owner6582
6583,0,1,2,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,2400,6,1,1,1,116583,owner6583
6584,1,1,2,1.0,1,Ariel,RU,0,1,1,1,0,0,1,1,1,3000,6,1,1,1,116584,owner6584
6585,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,0,0,0,0,0,0,1200,6,1,1,1,116585,owner6585
6586,1,1,1,1.0,0,North,EN,1,1,1,0,0,0,0,1,0,1200,6,1,1,1,116586,owner6586
6587,0,0,3,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,5250,6,1,1,1,116587,owner6587
6588,1,0,1,1.0,1,Merkaz,EN,0,1,1,1,0,0,1,0,0,1500,6,1,1,1,116588,owner6588
6589,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,1,1,1,0,2000,6,1,1,1,116589,owner6589
6590,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,116590,owner6590
6591,0,0,1,1.0,1,Merkaz,0,1,1,1,0,0,0,0,0,0,1500,6,1,1,0,116591,owner6591
6592,0,0,1,1.0,1,Jerusalem,0,1,1,1,1,0,0,1,0,0,1500,6,1,1,0,116592,owner6592
6593,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,1,1,0,116593,owner6593
6594,0,0,2,1.0,1,Merkaz,FR,0,1,1,1,0,0,0,0,0,3000,6,1,1,0,116594,owner6594
6595,0,0,1,1.0,1,Jerusalem,RU,0,1,1,0,0,0,0,0,0,1500,6,1,1,0,116595,owner6595
6596,1,0,2,1.0,1,Jerusalem,EN,0,1,1,1,0,0,0,0,0,3000,6,1,1,0,116596,owner6596
6597,0,0,1,1.0,1,Ariel,RU,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116597,owner6597
6598,1,0,1,1.0,1,Merkaz,RU,0,1,1,1,0,0,0,0,0,1500,6,1,1,0,116598,owner6598
6599,1,1,1,1.0,1,Beer Sheba,RU,0,1,1,1,0,0,1,1,0,1500,6,1,1,0,116599,owner6599
6600,0,0,1,1.0,1,Merkaz,0,1,1,1,0,1,1,0,0,0,2000,6,1,1,0,116600,owner6600
6601,0,0,2,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,3500,12,1,1,0,116601,owner6601
6602,0,0,1,1.0,1,Merkaz,FR,1,1,1,0,0,0,0,0,0,1500,12,1,1,0,116602,owner6602
6603,0,0,1,1.0,1,Merkaz,RU,0,0,1,1,0,0,0,0,0,1500,12,1,1,0,116603,owner6603
6604,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,12,1,1,0,116604,owner6604
6605,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,12,1,1,0,116605,owner6605
6606,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,1,0,0,2000,12,1,1,0,116606,owner6606
6607,0,0,1,1.0,1,Ariel,FR,1,1,1,0,1,1,1,0,0,2000,12,1,1,0,116607,owner6607
6608,1,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,12,1,1,0,116608,owner6608
6609,0,1,1,1.0,0,Yehuda And Shomron,RU,0,0,1,1,0,1,0,1,1,2000,12,1,1,0,116609,owner6609
6610,1,0,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,12,1,1,0,116610,owner6610
6611,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,1,0,0,1500,12,1,0,0,116611,owner6611
6612,0,0,1,1.0,0,Otef Azza,AM,1,1,1,1,1,1,0,0,0,2000,12,0,0,0,116612,owner6612
6613,0,0,1,1.0,1,Ariel,AR,0,1,1,0,0,0,0,0,0,1500,12,1,0,0,116613,owner6613
6614,0,0,1,1.0,1,Ariel,EN,0,1,1,0,0,0,0,0,0,1500,12,1,0,0,116614,owner6614
6615,1,1,1,1.0,1,Ariel,RU,0,1,1,1,0,1,0,1,0,2000,12,1,0,0,116615,owner6615
6616,1,1,2,1.0,1,Haifa,EN,0,1,1,1,0,0,1,1,0,3000,12,1,0,0,116616,owner6616
6617,1,0,1,1.0,1,Ariel,AR,0,1,0,1,0,0,0,0,0,1500,12,1,0,0,116617,owner6617
6618,1,0,1,1.0,1,Merkaz,RU,0,1,1,1,0,0,0,0,0,1500,12,1,0,0,116618,owner6618
6619,0,0,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,1200,12,1,0,0,116619,owner6619
6620,1,0,1,1.0,1,Ariel,EN,0,1,1,0,0,0,0,0,0,1500,12,1,0,0,116620,owner6620
6621,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,0,1,0,1200,12,1,0,0,116621,owner6621
6622,0,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,12,1,0,0,116622,owner6622
6623,0,0,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,12,1,0,0,116623,owner6623
6624,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,116624,owner6624
6625,1,0,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,1,2000,12,1,0,0,116625,owner6625
6626,1,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,12,1,0,0,116626,owner6626
6627,0,0,1,1.0,1,Merkaz,FR,1,0,1,1,1,1,0,0,0,2000,24,1,0,0,116627,owner6627
6628,0,0,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,24,1,0,0,116628,owner6628
6629,0,0,1,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,1500,24,1,0,0,116629,owner6629
6630,1,0,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,24,1,0,0,116630,owner6630
6631,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,24,1,0,0,116631,owner6631
6632,0,0,2,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,4000,24,1,0,0,116632,owner6632
6633,1,0,1,1.0,1,Ariel,0,1,1,1,0,0,0,1,0,0,1500,24,1,0,0,116633,owner6633
6634,1,0,1,1.0,1,Jerusalem,FR,1,0,0,1,1,1,0,0,0,2000,24,1,0,0,116634,owner6634
6635,0,0,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,1200,24,1,0,0,116635,owner6635
6636,0,1,1,1.0,0,North,RU,0,1,0,0,0,1,1,1,0,2000,24,1,0,0,116636,owner6636
6637,0,0,1,1.0,1,Jerusalem,FR,1,0,1,1,1,1,1,0,0,2000,24,1,0,0,116637,owner6637
6638,0,1,1,1.0,0,Yehuda And Shomron,FR,0,1,1,1,0,0,0,1,0,1200,24,1,0,0,116638,owner6638
6639,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,24,1,0,0,116639,owner6639
6640,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,24,1,0,0,116640,owner6640
6641,0,0,1,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,0,1500,24,1,0,0,116641,owner6641
6642,0,0,1,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,24,1,0,0,116642,owner6642
6643,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,24,1,0,0,116643,owner6643
6644,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,24,1,0,0,116644,owner6644
6645,0,0,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,24,1,0,0,116645,owner6645
6646,0,0,2,1.0,1,Merkaz,FR,1,1,0,0,1,1,0,0,0,3500,24,1,0,0,116646,owner6646
6647,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,24,1,0,0,116647,owner6647
6648,0,0,2,1.0,1,Ariel,EN,0,1,0,1,0,0,0,0,0,3000,24,1,0,0,116648,owner6648
6649,0,0,1,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,2000,24,1,0,0,116649,owner6649
6650,1,0,1,1.0,1,Merkaz,FR,1,0,1,0,0,0,0,0,0,1500,24,1,0,0,116650,owner6650
6651,1,0,3,1.0,1,Ariel,FR,0,1,1,1,0,0,0,0,0,4500,24,1,0,0,116651,owner6651
6652,0,0,1,1.0,1,Ariel,FR,1,0,1,1,0,0,0,0,0,1500,24,1,0,0,116652,owner6652
6653,1,0,1,1.0,1,Jerusalem,0,1,1,1,1,1,1,1,0,0,2000,24,1,0,0,116653,owner6653
6654,0,0,1,1.0,1,Tel Aviv,FR,1,1,1,1,1,1,0,0,0,2000,24,1,0,0,116654,owner6654
6655,0,0,1,1.0,1,Ariel,FR,1,1,0,0,0,0,0,0,0,1500,24,1,0,0,116655,owner6655
6656,0,0,1,1.0,0,North,0,1,0,1,1,1,1,0,0,0,2000,24,1,0,0,116656,owner6656
6657,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,24,1,0,0,116657,owner6657
6658,0,0,4,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,6000,24,1,0,0,116658,owner6658
6659,0,0,1,1.0,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,24,1,0,0,116659,owner6659
6660,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,24,1,0,0,116660,owner6660
6661,1,0,1,1.0,1,Ariel,0,1,1,0,1,1,1,0,0,1,2000,24,1,0,0,116661,owner6661
6662,0,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,1,2000,24,1,0,1,116662,owner6662
6663,0,0,2,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,3000,24,1,0,1,116663,owner6663
6664,0,0,1,1.0,1,Merkaz,FR,1,1,0,1,1,1,0,0,0,2000,24,1,0,1,116664,owner6664
6665,1,0,3,1.0,1,Ariel,RU,0,1,1,0,0,0,0,0,1,4500,24,1,0,1,116665,owner6665
